strikes_acc(%),tkd_acc(%),kd_avg,avg_fgt_t,standing_str(%),clinch_str(%),ground_str(%),head_str(%),body_str(%),leg_str(%),ko/tko(%),dec(%),encoded_target
0.5544444444444444,0.16455696202531644,0.26,0.553799082100969,0.49,0.31,0.2,0.54,0.28,0.18,0.31,0.62,6
0.4166666666666667,0.0,0.32,0.5629780724120347,0.76,0.13,0.11,0.32,0.26,0.42,0.25,0.38,7
0.6842105263157895,0.0,0.0,0.7450280469148395,0.03,0.79,0.18,0.51,0.36,0.13,0.0,0.0,7
0.5309973045822103,0.0,1.04,0.2916879143294238,0.73,0.19,0.08,0.63,0.19,0.18,0.91,0.0,3
0.3902759526938239,0.2608695652173913,0.32,0.4084650688424274,0.77,0.04,0.19,0.64,0.16,0.2,0.24,0.47,3
0.4240331491712707,0.25,0.31,0.5696073431922489,0.84,0.14,0.02,0.56,0.24,0.2,0.43,0.29,5
0.4794238683127572,0.0,0.57,0.3656297807241204,0.7,0.11,0.19,0.68,0.21,0.11,0.46,0.33,7
0.3777027027027027,0.04,0.25,0.44518103008669047,0.76,0.08,0.16,0.71,0.2,0.08,0.18,0.41,3
0.436222005842259,0.0,0.27,0.7450280469148395,0.61,0.26,0.13,0.38,0.31,0.31,0.0,0.0,7
0.40350877192982454,0.6,0.3,0.6104028556858745,0.61,0.23,0.16,0.52,0.22,0.26,0.43,0.29,7
0.3791469194312796,0.17714285714285713,0.25,0.5685874553799083,0.55,0.11,0.34,0.7,0.23,0.07,0.34,0.45,3
0.32599118942731276,0.0,0.0,0.7450280469148395,0.8,0.05,0.15,0.84,0.08,0.08,0.0,0.0,7
0.3622448979591837,0.0,0.0,0.7450280469148395,0.68,0.28,0.04,0.65,0.3,0.06,0.21,0.16,7
0.37681159420289856,0.0,0.15,0.5175930647628761,0.56,0.33,0.11,0.81,0.11,0.08,0.0,0.0,7
0.425531914893617,0.0,0.0,0.20346761856195822,0.6,0.35,0.05,0.55,0.35,0.1,0.44,0.0,7
0.7,0.6666666666666666,0.0,0.453850076491586,0.36,0.18,0.46,0.79,0.18,0.04,0.6,0.2,7
0.17073170731707318,0.0,0.0,0.3890872004079552,0.43,0.29,0.29,0.57,0.29,0.14,0.0,0.0,7
0.47572815533980584,0.2857142857142857,0.0,0.45079041305456413,0.84,0.14,0.02,0.59,0.27,0.14,0.25,0.25,2
0.3348403503814637,0.17293233082706766,0.05,0.8220295767465581,0.86,0.07,0.07,0.67,0.18,0.14,0.29,0.67,6
0.5,0.14285714285714285,0.71,0.40081591024987256,0.83,0.1,0.07,0.48,0.3,0.22,0.58,0.25,7
0.2318840579710145,0.0,0.0,0.5430902600713922,0.81,0.06,0.13,0.81,0.19,0.0,0.0,0.0,7
0.49107142857142855,0.3333333333333333,0.63,0.5675675675675675,0.39,0.37,0.24,0.73,0.22,0.05,0.41,0.41,7
0.46584699453551914,0.1834862385321101,0.81,0.45945945945945954,0.83,0.09,0.07,0.51,0.25,0.24,0.28,0.25,4
0.27906976744186046,0.0,0.0,0.7450280469148395,0.81,0.17,0.03,0.69,0.25,0.06,0.0,0.33,7
0.49017341040462425,0.43820224719101125,0.3,0.5436002039775625,0.37,0.2,0.44,0.77,0.1,0.13,0.0,0.0,7
0.49017341040462425,0.43820224719101125,0.3,0.5436002039775625,0.37,0.2,0.44,0.77,0.1,0.13,0.0,0.0,7
0.5116822429906542,0.0,0.49,0.6017338092809792,0.66,0.05,0.29,0.72,0.14,0.14,0.0,0.0,7
0.525,0.0,1.48,0.4936257011728711,0.48,0.14,0.38,0.6,0.29,0.12,0.56,0.11,3
0.5047619047619047,0.0,0.0,0.36002039775624683,0.57,0.3,0.13,0.49,0.38,0.13,0.62,0.23,3
0.4532199270959903,0.0,0.14,0.5966343702192759,0.69,0.14,0.17,0.66,0.2,0.14,0.67,0.33,2
0.5337690631808278,0.2,1.16,0.3488016318204998,0.73,0.12,0.16,0.64,0.21,0.15,0.79,0.14,5
0.358974358974359,0.0,0.0,0.5639979602243754,0.52,0.43,0.05,0.62,0.26,0.12,0.0,0.0,7
0.3952145214521452,0.3333333333333333,0.68,0.593574706782254,0.91,0.07,0.03,0.55,0.22,0.23,0.71,0.21,4
0.550755939524838,0.17391304347826086,0.26,0.6211116777154514,0.56,0.34,0.1,0.52,0.29,0.19,0.42,0.58,7
0.3631578947368421,0.0,0.0,0.31106578276389607,0.87,0.12,0.01,0.77,0.04,0.19,0.29,0.14,7
0.40106382978723404,0.15217391304347827,0.71,0.38959714431412545,0.76,0.13,0.11,0.66,0.21,0.13,0.54,0.27,1
0.4155495978552279,0.375,0.24,0.439571647118817,0.37,0.32,0.31,0.48,0.35,0.17,0.0,0.0,7
0.5118483412322274,0.0,4.27,0.09229984701682815,0.53,0.24,0.23,0.78,0.12,0.1,0.0,0.0,7
0.553448275862069,0.10526315789473684,0.94,0.4558898521162672,0.69,0.13,0.17,0.68,0.12,0.2,0.42,0.05,3
0.4462962962962963,0.0,0.43,0.298317185109638,0.62,0.3,0.08,0.56,0.37,0.06,0.0,0.0,7
0.39622641509433965,0.6,0.0,0.3161652218255992,0.95,0.0,0.05,0.86,0.05,0.1,0.33,0.67,4
0.5776293823038398,0.0625,0.0,0.36206017338092816,0.45,0.36,0.19,0.67,0.27,0.05,0.67,0.08,3
0.40397350993377484,0.0,0.0,0.24834268230494647,0.66,0.11,0.24,0.73,0.18,0.09,0.0,0.0,7
0.46914357682619645,0.2,0.45,0.5451300356960734,0.86,0.11,0.03,0.69,0.15,0.15,0.61,0.33,1
0.21262458471760798,0.0,0.0,0.4584395716471189,0.78,0.11,0.11,0.56,0.33,0.11,0.17,0.08,7
0.32727272727272727,0.0,0.0,0.4074451810300868,0.83,0.0,0.17,0.56,0.22,0.22,0.0,0.0,7
0.4464751958224543,0.32989690721649484,0.17,0.5701172870984192,0.39,0.27,0.34,0.58,0.31,0.11,0.47,0.37,7
0.5363128491620112,0.0,0.0,0.46149923508414076,0.6,0.14,0.26,0.56,0.19,0.25,0.27,0.0,7
0.5088414634146341,0.3157894736842105,0.64,0.49311575726670076,0.75,0.15,0.1,0.8,0.09,0.11,0.54,0.25,0
0.41706161137440756,0.2,0.0,0.4671086180520143,0.8,0.1,0.1,0.57,0.17,0.26,0.15,0.46,4
0.3619153674832962,0.25,0.61,0.5196328403875574,0.85,0.06,0.1,0.66,0.14,0.2,0.64,0.36,4
0.527027027027027,0.0,0.0,0.7450280469148395,0.74,0.18,0.08,0.51,0.31,0.18,0.0,0.0,7
0.5030674846625767,0.0,1.21,0.3498215196328404,0.55,0.23,0.22,0.59,0.23,0.18,0.67,0.17,7
0.53125,0.0,1.16,0.622131565527792,0.65,0.29,0.06,0.71,0.24,0.06,0.0,0.0,7
0.48314606741573035,0.0,0.0,0.6690464048954616,0.93,0.07,0.0,0.58,0.28,0.14,0.0,0.0,7
0.4143070044709389,0.17647058823529413,0.47,0.4660887302396737,0.69,0.18,0.12,0.67,0.23,0.1,0.58,0.19,7
0.32644628099173556,0.0,0.39,0.46149923508414076,0.68,0.04,0.28,0.96,0.03,0.01,0.38,0.5,7
0.25,0.0,0.0,0.7450280469148395,0.67,0.33,0.0,0.0,0.33,0.67,0.0,0.0,7
0.4326241134751773,0.0,1.13,0.4135645079041306,0.39,0.43,0.19,0.81,0.14,0.05,0.0,0.0,7
0.29073359073359073,0.13333333333333333,0.88,0.4584395716471189,0.87,0.05,0.08,0.74,0.19,0.07,0.63,0.21,2
0.2975778546712803,0.0,0.55,0.24834268230494647,0.58,0.08,0.34,0.83,0.1,0.07,0.0,0.0,7
0.4858518964479229,0.45714285714285713,0.24,0.4528301886792453,0.47,0.29,0.23,0.63,0.26,0.11,0.26,0.19,1
0.5054229934924078,0.2962962962962963,0.92,0.3437021927587966,0.61,0.21,0.18,0.67,0.26,0.07,0.83,0.08,3
0.2235294117647059,0.0,0.0,0.4446710861805201,0.47,0.26,0.26,0.68,0.26,0.05,0.0,0.0,7
0.3897849462365591,0.0,0.56,0.41560428352881185,0.71,0.16,0.13,0.54,0.19,0.26,0.0,0.0,7
0.44132290184921763,0.3888888888888889,0.67,0.5594084650688425,0.93,0.03,0.04,0.44,0.29,0.28,0.59,0.36,5
0.3225806451612903,0.0,0.0,0.3528811830698623,1.0,0.0,0.0,0.7,0.25,0.05,0.0,0.0,7
0.6956521739130435,0.0,0.0,0.06017338092809791,0.56,0.19,0.25,0.69,0.19,0.13,0.0,0.0,7
0.3269230769230769,0.0,0.0,0.21366649668536464,0.68,0.32,0.0,0.18,0.24,0.59,0.0,0.0,7
0.39473684210526316,0.0,0.0,0.139724630290668,0.47,0.53,0.0,0.4,0.4,0.2,0.0,0.0,7
0.3946830265848671,0.0,0.4,0.6083630800611933,0.62,0.04,0.34,0.7,0.2,0.09,0.0,0.0,7
0.4484536082474227,0.0,0.5,0.6047934727180011,0.63,0.21,0.16,0.6,0.16,0.24,0.0,0.0,7
0.4868421052631579,0.0,1.35,0.2519122896481388,0.97,0.0,0.03,0.95,0.03,0.03,0.0,0.0,7
0.2755905511811024,0.0,0.68,0.5410504844467109,0.91,0.09,0.0,0.54,0.11,0.34,0.33,0.17,7
0.4990859232175503,0.0,0.2,0.720550739418664,0.69,0.19,0.12,0.48,0.31,0.21,0.27,0.64,7
0.4225721784776903,0.2826086956521739,0.0,0.6731259561448241,0.63,0.26,0.11,0.43,0.33,0.24,0.35,0.59,7
0.379746835443038,0.0,0.0,0.36104028556858747,0.83,0.17,0.0,0.67,0.27,0.07,0.33,0.33,7
0.2703296703296703,0.0,0.24,0.5089240183579806,0.85,0.11,0.04,0.66,0.18,0.16,0.0,0.0,7
0.5246478873239436,0.0,0.28,0.510963793982662,0.74,0.16,0.09,0.55,0.21,0.23,0.4,0.6,5
0.33986928104575165,0.0,0.0,0.7450280469148395,0.76,0.07,0.17,0.79,0.1,0.12,0.4,0.4,7
0.422069825436409,0.06060606060606061,0.21,0.5956144824069354,0.72,0.22,0.06,0.61,0.23,0.16,0.2,0.75,3
0.4394904458598726,0.0,0.0,0.7450280469148395,0.96,0.04,0.0,0.43,0.33,0.23,0.07,0.14,0
0.3793103448275862,0.0,0.31,0.3151453340132586,0.78,0.18,0.04,0.35,0.16,0.49,0.0,0.0,7
0.39425587467362927,0.3333333333333333,0.0,0.7450280469148395,0.51,0.19,0.3,0.66,0.23,0.11,0.78,0.11,7
0.4947089947089947,0.0,0.0,0.7450280469148395,0.95,0.05,0.0,0.48,0.22,0.29,0.25,0.42,3
0.3134920634920635,0.16666666666666666,0.0,0.2432432432432433,0.76,0.08,0.16,0.63,0.16,0.2,0.0,0.75,3
0.4157223796033994,0.40217391304347827,0.0,0.7450280469148395,0.72,0.06,0.21,0.59,0.22,0.18,0.29,0.47,7
0.33076923076923076,0.0,0.0,0.7450280469148395,0.84,0.12,0.05,0.65,0.12,0.23,0.0,0.33,7
0.3950617283950617,0.0,0.0,0.7450280469148395,0.5,0.41,0.09,0.72,0.22,0.06,0.14,0.0,7
0.36585365853658536,0.1111111111111111,0.0,0.18918918918918917,0.9,0.07,0.03,0.7,0.17,0.13,0.57,0.36,7
0.4451219512195122,0.0,0.0,0.41050484446710866,0.79,0.14,0.07,0.56,0.1,0.34,0.25,0.13,7
0.48713235294117646,0.35294117647058826,0.42,0.3391126976032637,0.64,0.12,0.23,0.55,0.29,0.16,0.0,0.0,7
0.34474327628361856,0.0,0.0,0.39673635900050996,0.43,0.18,0.39,0.78,0.13,0.09,0.0,0.0,7
0.4215686274509804,0.0,0.0,0.7450280469148395,0.3,0.0,0.7,0.84,0.16,0.0,0.0,0.0,7
0.425414364640884,0.30303030303030304,0.0,0.7450280469148395,0.58,0.01,0.41,0.79,0.13,0.07,0.17,0.42,7
0.4521276595744681,0.2,0.0,0.30290668026517087,0.64,0.22,0.14,0.84,0.12,0.04,0.33,0.17,7
0.47368421052631576,0.0,0.0,0.5073941866394697,0.93,0.07,0.0,0.42,0.31,0.27,0.0,0.0,7
0.42386831275720166,0.14285714285714285,0.34,0.4533401325854156,0.56,0.22,0.23,0.71,0.19,0.1,0.0,0.0,7
0.405982905982906,0.0,0.5,0.4910759816420194,0.51,0.15,0.34,0.51,0.36,0.13,0.25,0.31,7
0.717391304347826,0.6,0.0,0.3559408465068843,0.42,0.21,0.36,0.73,0.18,0.09,0.33,0.22,7
0.5400372439478585,0.5263157894736842,0.0,0.4563997960224376,0.6,0.06,0.34,0.75,0.13,0.12,0.18,0.45,0
0.4069264069264069,0.0,0.0,0.5481896991330955,0.86,0.13,0.01,0.54,0.18,0.28,0.5,0.5,7
0.47392996108949415,0.08333333333333333,0.59,0.5706272310045896,0.61,0.21,0.18,0.71,0.23,0.06,0.6,0.33,3
0.4759036144578313,0.0,1.82,0.3957164711881693,0.87,0.01,0.11,0.8,0.14,0.06,0.55,0.0,5
0.4254807692307692,0.0,0.0,0.49413564507904134,0.72,0.2,0.07,0.63,0.24,0.13,0.36,0.43,7
0.25,0.0,0.0,0.1483936766955635,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7
0.39258312020460356,0.32142857142857145,0.13,0.5196328403875574,0.83,0.12,0.05,0.85,0.11,0.04,0.0,0.0,7
0.4801980198019802,0.0,0.59,0.6170321264660887,0.89,0.11,0.0,0.38,0.48,0.13,0.57,0.29,3
0.5899653979238755,0.0,0.13,0.35084140744518105,0.34,0.23,0.43,0.61,0.26,0.13,0.0,0.0,7
0.47368421052631576,0.0,0.0,0.24171341152473233,0.31,0.36,0.33,0.67,0.08,0.25,0.0,0.0,7
0.3157894736842105,0.0,0.0,0.3131055583885773,0.56,0.22,0.22,0.72,0.17,0.11,0.0,0.0,7
0.5886699507389163,0.0,0.11,0.6017338092809792,0.67,0.26,0.07,0.64,0.36,0.01,0.0,0.0,7
0.33,0.0,0.0,0.36206017338092816,0.65,0.24,0.11,0.62,0.17,0.21,0.0,0.0,7
0.5239338555265448,0.09836065573770492,0.31,0.5043345232024478,0.71,0.17,0.12,0.67,0.17,0.16,0.26,0.26,7
0.2,0.0,0.0,0.39316675165731774,0.4,0.2,0.4,0.2,0.0,0.8,0.0,0.0,7
0.44857142857142857,0.0,0.0,0.6053034166241714,0.8,0.08,0.12,0.62,0.17,0.21,0.42,0.25,2
0.6373626373626373,0.3,0.0,0.7450280469148395,0.54,0.02,0.44,0.68,0.2,0.12,0.1,0.4,3
0.3757736516357206,0.25,0.0,0.5436002039775625,0.72,0.2,0.08,0.61,0.29,0.1,0.07,0.64,4
0.48804780876494025,0.03125,0.0,0.6144824069352371,0.49,0.26,0.25,0.68,0.18,0.14,0.25,0.25,3
0.45118733509234826,0.47368421052631576,0.1,0.593574706782254,0.7,0.07,0.23,0.64,0.18,0.18,0.37,0.32,7
0.45260663507109006,0.06666666666666667,0.0,0.7144314125446202,0.77,0.1,0.13,0.61,0.32,0.07,0.2,0.3,0
0.58,0.0,0.0,0.6440591534931158,0.89,0.11,0.0,0.36,0.32,0.32,0.71,0.07,7
0.5,1.0,2.0,0.23508414074451814,0.44,0.09,0.47,0.67,0.2,0.14,0.75,0.13,7
0.3949579831932773,0.0,0.57,0.4099949005609383,0.26,0.36,0.38,0.74,0.13,0.13,0.0,0.0,7
0.39325842696629215,0.0,0.47,0.5119836817950025,0.9,0.0,0.1,0.67,0.13,0.2,0.3,0.6,2
0.36408419167039857,0.0,0.16,0.4992350841407445,0.75,0.15,0.1,0.59,0.15,0.26,0.0,0.0,7
0.2958199356913183,0.0,0.93,0.5588985211626721,0.67,0.24,0.09,0.49,0.4,0.11,0.0,0.0,7
0.527363184079602,0.0,0.0,0.6149923508414075,0.71,0.24,0.05,0.47,0.19,0.34,0.53,0.26,7
0.4236006051437216,0.0,0.12,0.5512493625701174,0.57,0.19,0.25,0.61,0.22,0.17,0.27,0.27,7
0.6186440677966102,0.75,0.0,0.4176440591534931,0.74,0.11,0.15,0.4,0.26,0.34,0.23,0.15,0
0.37333333333333335,0.0,0.0,0.7450280469148395,1.0,0.0,0.0,0.64,0.14,0.21,0.45,0.0,7
0.412109375,0.0,0.72,0.4074451810300868,0.84,0.11,0.05,0.71,0.11,0.18,0.0,0.0,7
0.42487046632124353,0.0,0.0,0.4997450280469149,0.68,0.24,0.07,0.46,0.13,0.4,0.42,0.33,7
0.45246636771300447,0.32,0.23,0.6037735849056605,0.7,0.17,0.14,0.61,0.27,0.11,0.32,0.5,0
0.4249201277955272,0.07692307692307693,0.71,0.5089240183579806,0.87,0.02,0.11,0.91,0.05,0.04,0.0,0.33,1
0.4126126126126126,0.0,1.22,0.33758286588475267,0.66,0.16,0.19,0.68,0.18,0.14,0.71,0.06,5
0.4638743455497382,0.3125,0.0,0.4013258541560429,0.9,0.1,0.0,0.78,0.2,0.02,0.77,0.14,1
0.48,0.0,0.0,0.4645588985211627,0.3,0.13,0.57,0.68,0.17,0.15,0.0,0.0,7
0.40462817344416985,0.28879310344827586,0.09,0.7725650178480368,0.7,0.07,0.23,0.66,0.19,0.15,0.26,0.57,1
0.4166666666666667,0.4166666666666667,0.35,0.5114737378888323,0.63,0.06,0.31,0.39,0.23,0.39,0.2,0.3,7
0.4743709226467847,0.2978723404255319,0.23,0.6206017338092811,0.56,0.34,0.09,0.47,0.25,0.28,0.23,0.62,7
0.36363636363636365,0.0,0.0,0.1534931157572667,0.25,0.75,0.0,0.13,0.38,0.5,0.0,0.0,7
0.47018030513176146,0.40384615384615385,0.77,0.2585415604283529,0.42,0.33,0.24,0.54,0.3,0.16,0.0,0.0,7
0.5345744680851063,0.0,0.71,0.33860275369709336,0.73,0.13,0.14,0.49,0.24,0.27,0.0,0.0,7
0.4713375796178344,0.0,0.55,0.16114227434982153,0.19,0.2,0.61,0.85,0.14,0.01,0.0,0.0,7
0.5460526315789473,0.0,0.0,0.4604793472718002,0.6,0.33,0.07,0.35,0.22,0.43,0.0,0.0,7
0.268,0.0,0.35,0.50790413054564,0.85,0.12,0.03,0.54,0.3,0.16,0.67,0.33,7
0.3125,0.0,0.0,0.21213666496685366,0.48,0.36,0.16,0.64,0.28,0.08,0.0,0.0,7
0.41503523884103366,0.25,0.54,0.40387557368689453,0.87,0.03,0.1,0.54,0.26,0.2,0.39,0.17,5
0.3888888888888889,0.0,0.0,0.09790922998470168,1.0,0.0,0.0,0.89,0.06,0.06,0.21,0.0,5
0.451063829787234,0.0,0.7,0.3018867924528302,0.52,0.15,0.33,0.63,0.15,0.22,0.0,0.0,7
0.4642857142857143,0.0,0.0,0.7450280469148395,0.96,0.04,0.0,0.38,0.31,0.31,0.43,0.29,5
0.5405405405405406,0.3333333333333333,0.0,0.2432432432432433,0.85,0.15,0.0,0.65,0.35,0.0,0.06,0.0,0
0.5655737704918032,0.45454545454545453,0.0,0.7450280469148395,0.8,0.2,0.0,0.46,0.35,0.19,0.3,0.3,3
0.34513274336283184,0.08333333333333333,0.0,0.7450280469148395,0.85,0.08,0.08,0.74,0.15,0.1,0.43,0.43,0
0.5512820512820513,0.2631578947368421,0.0,0.14686384497705252,0.37,0.28,0.35,0.65,0.23,0.12,0.2,0.05,7
0.39473684210526316,0.1,0.0,0.5436002039775625,0.57,0.23,0.2,0.62,0.32,0.07,0.62,0.15,3
0.45098039215686275,0.0,2.37,0.13819479857215708,0.48,0.0,0.52,0.83,0.09,0.09,0.8,0.2,7
0.33858267716535434,0.0,0.0,0.24477307496175427,0.6,0.05,0.35,0.84,0.09,0.07,0.0,0.0,7
0.4827586206896552,0.0,0.0,0.5502294747577766,0.58,0.22,0.2,0.48,0.35,0.17,0.5,0.13,7
0.5441176470588235,0.0,0.0,0.5022947475777665,0.31,0.18,0.51,0.65,0.22,0.14,0.25,0.0,7
0.2916666666666667,0.0,0.0,0.39469658337582875,0.95,0.05,0.0,0.71,0.19,0.1,0.63,0.0,1
0.39762611275964393,0.0,0.0,0.7450280469148395,0.89,0.1,0.01,0.62,0.19,0.19,0.13,0.4,7
0.4510948905109489,0.030303030303030304,0.0,0.563488016318205,0.8,0.16,0.04,0.61,0.25,0.14,0.31,0.23,0
0.311787072243346,0.0,0.28,0.6619071902090771,0.71,0.09,0.21,0.84,0.1,0.06,0.22,0.22,7
0.5071534287123828,0.0,0.33,0.3625701172870985,0.45,0.17,0.38,0.73,0.12,0.16,0.6,0.17,7
0.3298611111111111,0.0,0.63,0.38806731259561456,0.85,0.11,0.04,0.71,0.13,0.17,0.7,0.0,3
0.39,0.0,0.0,0.39979602243753193,0.36,0.15,0.49,0.54,0.21,0.26,0.0,0.0,7
0.5079365079365079,0.0,1.03,0.5084140744518103,0.81,0.11,0.08,0.89,0.07,0.04,0.6,0.27,5
0.34085648148148145,0.0,0.26,0.5130035696073433,0.66,0.15,0.19,0.6,0.25,0.15,0.0,0.0,7
0.26761904761904765,0.0,0.14,0.4558898521162672,0.77,0.04,0.19,0.8,0.13,0.07,0.0,0.0,7
0.5361816782140107,0.656934306569343,0.37,0.647628760836308,0.55,0.08,0.38,0.66,0.18,0.16,0.31,0.46,2
0.3979416809605489,0.20689655172413793,0.0,0.45079041305456413,0.56,0.14,0.3,0.57,0.23,0.2,0.65,0.35,7
0.25925925925925924,0.0,0.66,0.5548189699133096,0.68,0.09,0.23,0.91,0.07,0.02,0.0,0.0,7
0.43756345177664974,0.11320754716981132,0.33,0.3926568077511474,0.77,0.12,0.1,0.73,0.19,0.09,0.17,0.06,1
0.4675480769230769,0.0,0.32,0.5685874553799083,0.61,0.33,0.06,0.55,0.3,0.15,0.44,0.56,4
0.4429616874730951,0.16666666666666666,0.32,0.5165731769505354,0.86,0.07,0.07,0.65,0.14,0.22,0.59,0.29,7
0.40384615384615385,0.0,0.0,0.14431412544620092,0.67,0.29,0.05,0.29,0.24,0.48,0.0,0.0,7
0.4279197080291971,0.16666666666666666,0.78,0.6185619581845997,0.87,0.02,0.1,0.63,0.23,0.14,0.64,0.29,2
0.5483870967741935,0.0,0.0,0.2605813360530342,0.18,0.56,0.26,0.71,0.18,0.12,0.0,0.0,7
0.48348745046235136,0.15853658536585366,0.28,0.5492095869454361,0.71,0.11,0.18,0.6,0.22,0.17,0.29,0.29,0
0.3319630010277492,0.030303030303030304,0.24,0.752167261601224,0.62,0.12,0.25,0.8,0.15,0.05,0.55,0.45,7
0.4117647058823529,0.0,0.0,0.6170321264660887,0.86,0.14,0.0,0.43,0.43,0.14,0.0,0.0,7
0.5921052631578947,0.3333333333333333,0.0,0.34472208057113723,0.33,0.4,0.27,0.73,0.2,0.07,0.17,0.5,3
0.4444444444444444,0.0,0.0,0.29525752167261604,0.22,0.14,0.64,0.92,0.06,0.03,0.0,0.0,7
0.45,0.0,0.0,0.7450280469148395,0.48,0.07,0.44,0.81,0.11,0.07,0.0,0.0,7
0.4809688581314879,0.058823529411764705,0.0,0.45028046914839376,0.49,0.05,0.46,0.68,0.17,0.15,0.09,0.18,3
0.5093555093555093,0.19444444444444445,0.23,0.3941866394696583,0.63,0.23,0.14,0.53,0.32,0.15,0.57,0.29,2
0.3181577554261514,0.535031847133758,0.1,0.5420703722590515,0.64,0.16,0.2,0.78,0.15,0.07,0.0,0.0,7
0.5350089766606823,0.125,0.0,0.5981642019377869,0.77,0.19,0.04,0.68,0.21,0.11,0.5,0.5,4
0.4977755808205635,0.17857142857142858,0.33,0.5002549719530852,0.5,0.09,0.41,0.86,0.13,0.02,0.55,0.15,0
0.37037037037037035,0.0,0.28,0.6527281998980112,0.79,0.04,0.17,0.56,0.31,0.13,0.0,0.0,7
0.5162790697674419,0.0,0.14,0.5670576236613973,0.59,0.11,0.3,0.61,0.22,0.17,0.21,0.11,7
0.3254125412541254,0.47619047619047616,0.35,0.6185619581845997,0.65,0.15,0.2,0.75,0.2,0.04,0.14,0.86,7
0.5034674063800277,0.0,0.59,0.2957674655787864,0.76,0.04,0.2,0.6,0.15,0.25,0.86,0.14,5
0.30434782608695654,0.0,0.0,0.4135645079041306,0.36,0.36,0.29,0.5,0.29,0.21,0.0,0.0,7
0.5287081339712919,0.30357142857142855,0.51,0.3488016318204998,0.31,0.09,0.61,0.84,0.09,0.07,0.53,0.13,7
0.5524126455906821,0.4375,1.1,0.36104028556858747,0.81,0.1,0.08,0.76,0.2,0.03,0.62,0.15,0
0.6381578947368421,0.0,0.0,0.4926058133605304,0.23,0.23,0.55,0.62,0.3,0.08,0.0,0.0,7
0.37815126050420167,0.0,0.0,0.6042835288118308,0.86,0.08,0.07,0.44,0.38,0.18,0.31,0.46,4
0.5530973451327433,0.35,0.0,0.34523202447730755,0.67,0.22,0.12,0.41,0.3,0.29,0.4,0.2,5
0.29518072289156627,0.0,0.0,0.7450280469148395,0.98,0.02,0.0,0.59,0.18,0.22,0.0,0.0,7
0.6114790286975718,0.3125,0.1,0.4910759816420194,0.53,0.09,0.39,0.77,0.16,0.08,0.2,0.15,0
0.42124542124542125,0.0,0.5,0.7450280469148395,0.86,0.11,0.03,0.36,0.35,0.3,0.58,0.33,3
0.40225563909774437,0.0,0.0,0.5145334013258542,0.78,0.1,0.12,0.64,0.22,0.14,0.5,0.08,5
0.6666666666666666,0.0,0.0,0.3498215196328404,0.68,0.29,0.02,0.39,0.35,0.26,0.5,0.17,7
0.4184873949579832,0.39215686274509803,0.0,0.7450280469148395,0.8,0.09,0.11,0.69,0.12,0.19,0.17,0.48,7
0.4262295081967213,0.0,0.0,0.7450280469148395,0.31,0.38,0.31,0.54,0.46,0.0,0.29,0.43,1
0.5043409629044988,0.0,0.13,0.6527281998980112,0.84,0.15,0.01,0.46,0.29,0.24,0.58,0.42,4
0.5272727272727272,0.75,1.0,0.7450280469148395,0.52,0.03,0.45,0.88,0.09,0.03,1.0,0.0,6
0.44495412844036697,0.0,0.51,0.3982661907190209,0.74,0.22,0.04,0.44,0.31,0.25,0.5,0.5,7
0.46656534954407297,0.0,0.0,0.509433962264151,0.76,0.19,0.06,0.55,0.25,0.2,0.17,0.67,7
0.6171875,0.0,0.0,0.3987761346251913,0.43,0.24,0.33,0.51,0.15,0.34,0.41,0.23,7
0.52,0.0,0.0,0.05660377358490566,0.92,0.08,0.0,0.62,0.08,0.31,0.43,0.0,0
0.5,0.0,0.0,0.28913819479857217,0.65,0.35,0.0,0.48,0.43,0.09,0.0,0.0,7
0.423728813559322,0.0,0.0,0.6659867414584396,0.72,0.09,0.19,0.57,0.29,0.14,0.15,0.41,7
0.46153846153846156,0.0,0.0,0.24783273839877618,0.89,0.11,0.0,0.67,0.22,0.11,0.0,0.0,7
0.4174757281553398,0.0,1.0,0.7450280469148395,0.32,0.11,0.57,0.54,0.37,0.09,0.0,0.0,7
0.3841059602649007,1.0,0.0,0.5135135135135136,0.94,0.05,0.01,0.55,0.11,0.34,0.5,0.25,7
0.4631578947368421,0.40540540540540543,0.66,0.5548189699133096,0.68,0.15,0.17,0.68,0.12,0.2,0.65,0.24,7
0.4344262295081967,0.0,0.0,0.5502294747577766,0.6,0.23,0.17,0.81,0.11,0.08,0.0,0.0,7
0.5220588235294118,0.25,0.0,0.2463029066802652,0.44,0.42,0.14,0.56,0.31,0.13,0.25,0.58,7
0.3877551020408163,0.0,0.0,0.30290668026517087,0.53,0.37,0.11,0.74,0.11,0.16,0.53,0.18,7
0.3394216133942161,0.13043478260869565,0.2,0.6114227434982153,0.95,0.0,0.04,0.67,0.17,0.15,0.33,0.47,7
0.6030534351145038,0.14285714285714285,0.0,0.4099949005609383,0.48,0.35,0.17,0.52,0.38,0.1,0.92,0.0,7
0.42685851318944845,0.0,0.29,0.49821519632840394,0.84,0.11,0.04,0.56,0.35,0.09,0.53,0.16,7
0.4597791798107255,0.3064516129032258,0.5,0.6037735849056605,0.61,0.22,0.17,0.58,0.31,0.11,0.5,0.5,6
0.2541966426858513,0.0,0.0,0.6119326874043857,0.96,0.04,0.0,0.75,0.05,0.21,0.0,0.0,7
