strikes_acc(%),tkd_acc(%),kd_avg,avg_fgt_t,standing_str(%),clinch_str(%),ground_str(%),head_str(%),body_str(%),leg_str(%),ko/tko(%),dec(%),encoded_target
0.40544787847040337,0.18604651162790697,0.55,0.6134625191228966,0.92,0.04,0.04,0.67,0.19,0.14,0.5,0.43,7
0.6438356164383562,0.4,0.0,0.16063233044365122,0.79,0.04,0.17,0.7,0.19,0.11,0.36,0.29,3
0.4244415243101183,0.0,0.26,0.8026517083120858,0.51,0.2,0.29,0.56,0.32,0.11,0.36,0.36,7
0.6400193798449613,0.04918032786885246,0.79,0.34625191228964813,0.35,0.26,0.38,0.53,0.34,0.13,0.53,0.11,3
0.5126425384234011,0.17647058823529413,0.0,0.6206017338092811,0.64,0.15,0.21,0.51,0.33,0.16,0.14,0.48,2
0.610236220472441,0.0,0.0,0.5940846506884243,0.74,0.08,0.19,0.65,0.14,0.21,0.11,0.21,5
0.8,0.0,0.0,0.19530851606323305,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7
0.5106382978723404,0.0,0.0,0.28913819479857217,0.54,0.08,0.38,0.67,0.11,0.22,0.56,0.11,3
0.5764119601328903,0.0,0.84,0.3131055583885773,0.68,0.14,0.18,0.84,0.08,0.08,0.77,0.08,1
0.3231292517006803,0.0,0.0,0.6063233044365121,0.81,0.13,0.06,0.76,0.16,0.08,0.22,0.67,7
0.759493670886076,0.0,0.0,0.439571647118817,0.22,0.6,0.18,0.7,0.28,0.02,0.0,0.0,7
0.504424778761062,0.0,0.0,0.4421213666496686,0.23,0.09,0.68,0.93,0.05,0.02,0.0,0.0,7
0.4416243654822335,0.23076923076923078,0.0,0.39367669556348805,0.64,0.04,0.32,0.77,0.13,0.1,0.25,0.25,7
0.5733333333333334,0.1111111111111111,1.12,0.3498215196328404,0.7,0.16,0.13,0.63,0.23,0.14,0.62,0.15,2
0.5161090458488228,0.1896551724137931,0.71,0.46863844977052527,0.66,0.06,0.29,0.68,0.12,0.2,0.25,0.67,5
0.4250734573947111,0.08,0.0,0.5502294747577766,0.83,0.05,0.12,0.64,0.19,0.17,0.25,0.42,0
0.4166666666666667,0.0,0.0,0.43906170321264665,0.94,0.0,0.06,0.6,0.06,0.34,0.0,0.0,7
0.4666666666666667,0.0,0.0,0.6970933197348292,0.5,0.21,0.29,0.57,0.29,0.14,0.0,0.0,7
0.4358108108108108,0.25,0.82,0.44263131055583893,0.78,0.02,0.21,0.63,0.22,0.16,0.31,0.13,0
0.6666666666666666,0.0,0.0,0.03773584905660377,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
0.4648203592814371,0.0,0.0,0.592044875063743,0.68,0.24,0.08,0.46,0.26,0.28,0.0,0.0,7
0.2551440329218107,0.09523809523809523,0.0,0.5553289138194799,0.86,0.08,0.06,0.7,0.12,0.18,0.24,0.19,4
0.6151631477927063,0.16666666666666666,0.86,0.4977052524222336,0.65,0.16,0.19,0.59,0.19,0.22,0.65,0.24,7
0.4930909090909091,0.10714285714285714,0.12,0.6695563488016318,0.79,0.12,0.09,0.48,0.32,0.2,0.23,0.38,4
0.5154185022026432,0.2727272727272727,0.0,0.4926058133605304,0.84,0.11,0.05,0.55,0.26,0.19,0.54,0.15,3
0.3793103448275862,0.0,0.0,0.46098929117797044,0.73,0.24,0.04,0.6,0.24,0.16,0.33,0.56,7
0.40029651593773163,0.25,0.12,0.6950535441101479,0.98,0.02,0.0,0.59,0.31,0.11,0.41,0.35,2
0.37236533957845436,0.34328358208955223,0.29,0.5186129525752168,0.87,0.05,0.08,0.72,0.15,0.14,0.43,0.43,3
0.4358974358974359,0.0,0.0,0.4436511983681795,0.63,0.37,0.0,0.27,0.37,0.35,0.0,0.0,7
0.45244290257299796,0.23333333333333334,0.44,0.4441611422743499,0.84,0.13,0.03,0.57,0.19,0.24,0.5,0.41,2
0.13333333333333333,0.0,0.77,0.46149923508414076,0.8,0.1,0.1,0.8,0.0,0.2,0.0,0.0,7
0.4902597402597403,0.07894736842105263,0.0,0.41509433962264153,0.79,0.07,0.14,0.68,0.18,0.15,0.08,0.62,3
0.0,0.0,0.0,0.006119326874043855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
0.5590277777777778,0.2857142857142857,0.0,0.5430902600713922,0.57,0.02,0.41,0.8,0.18,0.02,0.5,0.0,1
0.44039735099337746,0.26666666666666666,0.94,0.6654767975522693,0.67,0.22,0.11,0.46,0.33,0.21,0.62,0.15,7
0.400390625,0.0,0.35,0.5991840897501276,0.73,0.13,0.14,0.69,0.14,0.17,0.33,0.56,7
0.4936708860759494,0.18181818181818182,0.0,0.339622641509434,0.49,0.35,0.17,0.6,0.29,0.1,0.27,0.09,7
0.3346534653465347,0.0,0.45,0.5461499235084142,0.54,0.44,0.02,0.49,0.3,0.22,0.0,0.0,7
0.43686274509803924,0.21666666666666667,0.35,0.6216216216216216,0.79,0.1,0.12,0.73,0.18,0.09,0.54,0.31,6
0.23236514522821577,0.0,0.0,0.5099439061703214,0.98,0.02,0.0,0.66,0.2,0.14,0.25,0.25,7
0.4490358126721763,0.0,0.21,0.5961244263131056,0.71,0.05,0.24,0.61,0.26,0.13,0.0,0.0,7
0.36363636363636365,0.0,0.0,0.03620601733809281,0.25,0.75,0.0,0.75,0.25,0.0,0.0,0.0,7
0.4933895921237693,0.07317073170731707,0.15,0.6950535441101479,0.74,0.22,0.03,0.61,0.3,0.09,0.36,0.64,4
0.285,0.0,0.0,0.6042835288118308,0.84,0.14,0.02,0.23,0.33,0.44,0.18,0.27,7
0.44532488114104596,0.0,0.0,0.7450280469148395,0.88,0.04,0.08,0.58,0.19,0.23,0.63,0.25,2
0.38636363636363635,0.0,0.0,0.4558898521162672,0.88,0.12,0.0,0.5,0.18,0.32,0.0,0.0,7
0.49640287769784175,0.0,0.8,0.45079041305456413,0.7,0.1,0.2,0.59,0.22,0.19,1.0,0.0,7
0.6666666666666666,0.0,0.0,0.11116777154513002,0.5,0.25,0.25,0.75,0.0,0.25,0.0,0.0,7
0.4205607476635514,0.3333333333333333,0.63,0.5675675675675675,0.68,0.08,0.24,0.72,0.25,0.03,0.17,0.67,3
0.4185022026431718,0.0,0.0,0.7450280469148395,0.88,0.12,0.0,0.39,0.31,0.31,0.0,0.0,7
0.36607142857142855,0.0,0.96,0.24171341152473233,0.67,0.22,0.11,0.54,0.26,0.2,0.31,0.19,7
0.26666666666666666,0.0,0.0,0.4436511983681795,0.83,0.18,0.0,0.73,0.15,0.13,0.33,0.33,7
0.656,0.4230769230769231,0.24,0.2947475777664457,0.22,0.37,0.41,0.31,0.61,0.07,0.53,0.4,7
0.597667638483965,0.0,0.3,0.34523202447730755,0.54,0.18,0.28,0.85,0.13,0.02,0.07,0.47,5
0.42105263157894735,0.0,0.0,0.38806731259561456,0.58,0.28,0.15,0.65,0.25,0.1,0.63,0.0,7
0.47625,0.0,1.66,0.2911779704232535,0.56,0.18,0.26,0.67,0.15,0.18,0.0,0.0,7
0.3448275862068966,0.0,0.0,0.4533401325854156,0.5,0.0,0.5,0.7,0.2,0.1,0.16,0.16,7
0.4888888888888889,0.0,0.0,0.6068332483426824,0.41,0.59,0.0,0.45,0.41,0.14,0.0,0.0,7
0.46003134796238243,0.0,0.6,0.4671086180520143,0.77,0.16,0.07,0.52,0.27,0.21,0.0,0.0,7
0.43142857142857144,0.0,0.45,0.2519122896481388,0.42,0.15,0.42,0.84,0.02,0.14,0.0,0.0,7
0.47564169722367733,0.3333333333333333,0.35,0.5543090260071393,0.83,0.08,0.09,0.65,0.2,0.15,0.24,0.61,7
0.37190684133915575,0.24242424242424243,0.16,0.6139724630290668,0.84,0.08,0.08,0.73,0.09,0.18,0.06,0.38,0
0.5269461077844312,0.0,0.0,0.7450280469148395,0.98,0.01,0.01,0.58,0.13,0.3,0.0,0.0,7
0.47417840375586856,0.13636363636363635,0.52,0.4528301886792453,0.83,0.11,0.07,0.65,0.18,0.16,0.53,0.08,1
0.46808510638297873,0.0,0.0,0.7450280469148395,0.95,0.02,0.03,0.38,0.42,0.2,0.2,0.0,7
0.6148409893992933,0.0,0.88,0.298317185109638,0.47,0.39,0.14,0.52,0.21,0.27,0.0,0.0,7
0.5531034482758621,0.2857142857142857,0.0,0.5578786333503315,0.6,0.24,0.15,0.65,0.25,0.09,0.11,0.86,4
0.6642857142857143,0.08333333333333333,0.23,0.6486486486486487,0.8,0.01,0.2,0.48,0.28,0.24,0.44,0.11,5
0.3328391401037806,0.0,0.45,0.5696073431922489,0.55,0.1,0.35,0.67,0.21,0.12,0.0,0.0,7
0.3333333333333333,0.375,0.0,0.46251912289648145,0.63,0.08,0.3,0.75,0.15,0.1,0.11,0.11,7
0.41818181818181815,0.0,0.0,0.31208567057623665,0.65,0.26,0.09,0.52,0.26,0.22,0.0,0.18,2
0.29461756373937675,0.0,0.44,0.40540540540540543,0.88,0.07,0.05,0.43,0.09,0.48,0.0,0.0,7
0.5106382978723404,0.0,1.69,0.19785823559408466,0.79,0.17,0.04,0.67,0.1,0.23,0.67,0.17,7
0.45901639344262296,0.0,0.0,0.5655277919428864,0.68,0.18,0.14,0.5,0.39,0.11,0.0,0.0,7
0.47058823529411764,0.0,2.51,0.13309535951045384,0.5,0.38,0.13,0.38,0.5,0.13,0.0,0.0,7
0.4558189655172414,0.0,0.82,0.3467618561958185,0.56,0.22,0.22,0.68,0.14,0.18,0.79,0.11,7
0.7142857142857143,0.0,0.0,0.16216216216216217,0.8,0.2,0.0,0.2,0.8,0.0,0.0,0.0,7
0.3811659192825112,0.0,0.0,0.6073431922488527,0.61,0.2,0.19,0.6,0.35,0.05,0.0,0.0,7
0.5851063829787234,0.0,0.0,0.5558388577256502,0.71,0.13,0.16,0.58,0.18,0.24,0.63,0.13,3
0.6470588235294118,0.0,0.0,0.15400305966343705,0.41,0.27,0.32,0.41,0.32,0.27,0.43,0.14,7
0.4865771812080537,0.36363636363636365,0.31,0.5701172870984192,0.83,0.07,0.1,0.69,0.23,0.08,0.3,0.61,7
0.407514450867052,0.0,0.0,0.5588985211626721,0.71,0.18,0.11,0.7,0.13,0.17,0.64,0.21,4
0.39057591623036647,0.14285714285714285,0.47,0.512493625701173,0.8,0.14,0.06,0.48,0.4,0.12,0.43,0.36,5
0.23308270676691728,0.0,0.0,0.366649668536461,0.52,0.35,0.13,0.9,0.1,0.0,0.0,0.0,7
0.5555555555555556,0.0,0.0,0.2039775624681285,0.73,0.0,0.27,0.47,0.27,0.27,0.0,0.0,0
0.4511627906976744,0.041666666666666664,0.28,0.6624171341152475,0.7,0.07,0.23,0.6,0.25,0.14,0.37,0.37,2
0.5165794066317626,0.0,0.3,0.6032636409994901,0.89,0.05,0.06,0.33,0.27,0.4,0.75,0.25,4
0.4217479674796748,0.36363636363636365,0.37,0.5981642019377869,0.88,0.04,0.07,0.75,0.17,0.08,0.37,0.42,3
0.41453428863868985,0.25,0.0,0.8092809790923,0.94,0.04,0.01,0.5,0.18,0.32,0.31,0.54,7
0.43548387096774194,0.16666666666666666,0.0,0.6680265170831209,0.94,0.02,0.04,0.41,0.24,0.35,0.46,0.08,7
0.3438985736925515,0.16666666666666666,0.0,0.5701172870984192,0.7,0.21,0.09,0.51,0.31,0.18,0.5,0.5,7
0.39453458582408196,0.1,0.1,0.7450280469148395,0.71,0.08,0.2,0.66,0.23,0.11,0.0,0.5,0
0.5400943396226415,0.07547169811320754,0.0,0.7450280469148395,0.76,0.1,0.14,0.77,0.1,0.13,0.29,0.21,7
0.4700162074554295,0.058823529411764705,0.2,0.5196328403875574,0.47,0.18,0.35,0.77,0.18,0.05,0.67,0.22,3
0.48333333333333334,0.0,0.0,0.5170831208567058,0.84,0.1,0.05,0.24,0.4,0.36,0.0,0.0,7
0.3487394957983193,0.3333333333333333,0.44,0.5543090260071393,0.77,0.2,0.02,0.65,0.16,0.19,0.17,0.17,7
0.4899598393574297,0.2,0.34,0.5430902600713922,0.59,0.31,0.1,0.61,0.23,0.15,0.73,0.27,3
0.45098039215686275,0.0,0.0,0.1055583885772565,0.35,0.0,0.65,0.87,0.04,0.09,0.0,0.0,7
0.4108322324966975,0.09090909090909091,0.0,0.6664966853646099,0.86,0.09,0.06,0.8,0.18,0.01,0.44,0.25,7
0.4759124087591241,0.0,0.0,0.6134625191228966,0.86,0.06,0.09,0.48,0.23,0.29,0.38,0.46,1
0.42452830188679247,0.3333333333333333,0.67,0.7450280469148395,0.98,0.02,0.0,0.73,0.21,0.06,0.33,0.44,2
0.5779816513761468,0.0,0.0,0.41560428352881185,0.49,0.11,0.4,0.62,0.19,0.19,0.0,0.0,7
0.21568627450980393,0.0,0.0,0.19734829168791435,0.64,0.0,0.36,0.73,0.09,0.18,0.0,0.0,7
0.6041666666666666,0.14285714285714285,1.8,0.3987761346251913,0.49,0.09,0.41,0.61,0.33,0.06,0.75,0.17,3
0.30063291139240506,0.0,0.0,0.5645079041305457,1.0,0.0,0.0,0.82,0.04,0.14,0.1,0.7,7
0.6807228915662651,0.6470588235294118,0.0,0.4018357980622132,0.27,0.44,0.29,0.6,0.3,0.1,0.53,0.47,0
0.32873806998939553,0.0,0.52,0.45945945945945954,0.79,0.18,0.03,0.52,0.18,0.31,0.0,0.0,7
0.37656903765690375,0.0,1.04,0.34421213666496686,0.85,0.04,0.11,0.76,0.12,0.12,0.67,0.17,0
0.42808607021517553,0.4,0.0,0.5940846506884243,0.78,0.17,0.05,0.7,0.18,0.13,0.14,0.29,7
0.4273399014778325,0.15463917525773196,0.0,0.6639469658337583,0.84,0.05,0.11,0.77,0.12,0.11,0.24,0.71,7
0.4921875,0.1111111111111111,0.0,0.2585415604283529,0.73,0.17,0.1,0.86,0.06,0.08,0.32,0.37,3
0.2777777777777778,0.0,0.0,0.14431412544620092,0.8,0.2,0.0,0.2,0.0,0.8,0.0,0.0,7
0.5555555555555556,0.0,0.0,0.4900560938296788,0.2,0.0,0.8,1.0,0.0,0.0,0.0,0.0,7
0.49222797927461137,0.11842105263157894,0.53,0.4543600203977563,0.66,0.16,0.18,0.61,0.23,0.16,0.05,0.86,3
0.40076335877862596,0.3333333333333333,0.75,0.40438551759306485,0.78,0.15,0.07,0.69,0.19,0.12,0.53,0.18,7
0.52,0.1,1.68,0.41662417134115254,0.79,0.06,0.15,0.68,0.24,0.09,0.2,0.0,3
0.42574257425742573,0.2413793103448276,0.61,0.4130545639979603,0.76,0.15,0.1,0.72,0.17,0.11,0.72,0.1,3
0.5020661157024794,0.4,0.3,0.36511983681795007,0.59,0.33,0.08,0.51,0.39,0.1,0.5,0.23,7
0.4559386973180077,0.0,0.18,0.8026517083120858,0.59,0.21,0.2,0.43,0.31,0.26,0.0,0.0,7
0.29411764705882354,0.0,0.0,0.05252422233554308,0.4,0.6,0.0,0.6,0.4,0.0,0.0,0.71,7
0.27,0.0,0.0,0.7450280469148395,1.0,0.0,0.0,0.5,0.17,0.33,0.0,0.0,7
0.5338345864661654,0.0,0.0,0.5502294747577766,0.34,0.63,0.03,0.62,0.32,0.06,0.0,0.0,7
0.4382838283828383,0.13636363636363635,0.0,0.6124426313105559,0.86,0.13,0.01,0.57,0.25,0.18,0.18,0.82,2
0.43911439114391143,0.0,0.47,0.509433962264151,0.64,0.29,0.07,0.52,0.21,0.26,0.5,0.5,1
0.1,0.0,0.0,0.19224885262621114,1.0,0.0,0.0,0.33,0.0,0.67,0.2,0.0,7
0.5324298160696999,0.3076923076923077,0.0,0.6685364609892912,0.78,0.13,0.09,0.62,0.23,0.15,0.25,0.38,3
0.45569620253164556,0.0,4.15,0.15196328403875575,0.92,0.06,0.03,0.58,0.17,0.25,0.75,0.25,3
0.0,0.0,0.0,0.049464558898521166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
0.5890516576715498,0.024390243902439025,0.31,0.5956144824069354,0.64,0.18,0.19,0.72,0.21,0.07,0.47,0.24,3
0.4884910485933504,0.43333333333333335,0.29,0.622131565527792,0.59,0.23,0.19,0.77,0.18,0.06,0.44,0.19,7
0.40471092077087795,0.0,0.13,0.8092809790923,0.88,0.1,0.02,0.77,0.21,0.02,0.32,0.37,3
0.5797101449275363,0.14285714285714285,0.0,0.44263131055583893,0.97,0.03,0.01,0.58,0.11,0.32,0.14,0.29,7
0.47580645161290325,0.0,0.59,0.19071902090770015,0.32,0.27,0.41,0.66,0.2,0.14,0.0,0.0,7
0.6336633663366337,0.0,0.0,0.4640489546149924,0.53,0.47,0.0,0.44,0.42,0.14,0.33,0.33,2
0.5201970443349754,0.1,0.23,0.5956144824069354,0.8,0.13,0.07,0.57,0.26,0.17,0.34,0.38,3
0.7027027027027027,0.0,1.17,0.2993370729219786,0.04,0.85,0.12,0.27,0.65,0.08,0.0,0.0,7
0.3983957219251337,0.08333333333333333,0.0,0.5186129525752168,0.8,0.03,0.17,0.63,0.22,0.15,0.07,0.29,7
0.37790697674418605,0.0,0.79,0.2962774094849567,0.69,0.28,0.03,0.62,0.14,0.25,0.5,0.13,7
0.25,0.0,0.0,0.7450280469148395,0.9,0.05,0.05,0.29,0.05,0.67,0.0,0.0,7
0.3466424682395644,0.0,0.0,0.6104028556858745,0.63,0.29,0.08,0.64,0.19,0.17,0.79,0.21,7
0.3561643835616438,0.0,0.0,0.3391126976032637,0.81,0.19,0.0,0.27,0.35,0.38,0.4,0.4,7
0.3482142857142857,0.25,0.17,0.7225905150433454,0.85,0.1,0.05,0.48,0.15,0.37,0.27,0.2,7
0.5714285714285714,0.14285714285714285,0.0,0.049464558898521166,0.13,0.13,0.75,0.88,0.13,0.0,0.2,0.0,6
